Date,Description,Amount,Category,Account
2025-01-27,Concert ticket purchase,17464.0,Entertainment,Savings
2025-01-27,Unspecified,-387.63,Groceries,Savings
2025-01-27,Gas bill payment,175.71,Utilities,Savings
2025-01-27,Amusement park visit,-44.09,Entertainment,Credit Card
2025-01-27,Employer paycheck,-304.55,Salary,Credit Card
2025-01-27,Unspecified,310.0,Rent,Credit Card
2025-01-27,Wages direct deposit,-138.33,Salary,Savings
2025-01-27,Housing rent transfer,-216.67,Unspecified,Savings
2025-01-27,Rental fee,8.77,Rent,Checking
2025-01-27,Electricity bill payment,405.92,Utilities,Credit Card
2025-01-27,Electricity bill payment,-222.27,Utilities,Savings
2025-01-27,Rental fee,-85.76,Rent,Credit Card
2025-01-27,Employer paycheck,163.45,Salary,Credit Card
2025-01-27,Payroll deposit,196.0,Salary,Savings
2025-01-27,Restaurant dining,423.7,Unspecified,Credit Card
2025-01-27,Apartment lease payment,362.43,Rent,Savings
2025-01-27,Wages direct deposit,-470.18,Salary,Checking
2025-01-27,Concert ticket purchase,331.42,Entertainment,Checking
2025-01-27,Grocery store purchase,-61.43,Groceries,Credit Card
2025-01-27,Weekly grocery run,-155.46,Groceries,Savings
2025-01-27,Restaurant dining,228.0,Entertainment,Savings
2025-01-27,Rental fee,-9.19,Rent,Credit Card
2025-01-27,Water utility payment,-313.88,Utilities,Credit Card
2025-01-27,Unspecified,310.0,Rent,Credit Card
2025-01-28,Wages direct deposit,11971.0,Salary,Credit Card
2025-01-28,Weekly grocery run,126.0,Groceries,Checking
2025-01-28,Unspecified,-448.0,Salary,Savings
2025-01-28,Movie theater tickets,-105.0,Entertainment,Checking
2025-01-28,Employer paycheck,-145.58,Salary,Credit Card
2025-01-28,Restaurant dining,198.04,Entertainment,Unspecified
2025-01-28,Rental fee,-366.62,Rent,Checking
2025-01-28,Unspecified,281.73,Unspecified,Credit Card
2025-01-28,Movie theater tickets,-465.14,Entertainment,Checking
2025-01-28,Monthly rent payment,295.46,Unspecified,Unspecified
2025-01-28,Streaming service subscription,159.13,Entertainment,Credit Card
2025-01-28,Convenience store purchase,-408.87,Groceries,Checking
2025-01-28,Water utility payment,58.32,Utilities,Checking
2025-01-28,Restaurant dining,212.56,Entertainment,Checking
2025-01-28,Movie theater tickets,359.92,Unspecified,Credit Card
2025-01-28,Freelance income,385.1,Salary,Checking
2025-01-28,Freelance income,315.25,Unspecified,Savings
2025-01-28,Internet service bill,-318.19,Unspecified,Credit Card
2025-01-28,Unspecified,111.62,Utilities,Credit Card
2025-01-28,Phone bill payment,-246.85,Utilities,Savings
2025-01-28,Landlord payment,170.58,Rent,Credit Card
2025-01-28,Gas bill payment,-493.48,Utilities,Credit Card
2025-01-28,Payroll deposit,-372.64,Salary,Checking
2025-01-28,Apartment lease payment,14568.0,Unspecified,Savings
2025-01-28,Amusement park visit,3.53,Entertainment,Unspecified
2025-01-28,Employer paycheck,-290.42,Salary,Savings
2025-01-28,Convenience store purchase,384.36,Unspecified,Checking
2025-01-28,Grocery store purchase,128.28,Unspecified,Credit Card
2025-01-28,Rental fee,248.0,Unspecified,Savings
2025-01-28,Weekly grocery run,-306.84,Groceries,Checking
2025-01-28,Supermarket shopping,-60.39,Groceries,Savings
2025-01-28,Salary payment,447.05,Salary,Savings
2025-01-28,Gas bill payment,-271.53,Utilities,Savings
2025-01-28,Supermarket shopping,388.74,Groceries,Credit Card
2025-01-28,Food market transaction,-146.9,Groceries,Credit Card
2025-01-28,Employer paycheck,190.36,Salary,Unspecified
2025-01-28,Grocery store purchase,-428.39,Groceries,Savings
2025-01-28,Housing rent transfer,392.79,Rent,Checking
2025-01-28,Grocery store purchase,335.23,Unspecified,Credit Card
2025-01-28,Unspecified,130.21,Utilities,Savings
2025-01-28,Rental fee,-331.29,Rent,Credit Card
2025-01-28,Employer paycheck,-28.97,Salary,Savings
2025-01-28,Landlord payment,190.0,Rent,Checking
2025-01-28,Rental fee,-172.49,Unspecified,Savings
2025-01-28,Monthly rent payment,-370.61,Rent,Savings
2025-01-28,Supermarket shopping,254.6,Unspecified,Checking
2025-01-28,Phone bill payment,-30.38,Utilities,Credit Card
2025-01-28,Supermarket shopping,63.88,Unspecified,Savings
2025-01-28,Movie theater tickets,-39.76,Rent,Unspecified
2025-01-28,Apartment lease payment,394.81,Rent,Credit Card
2025-01-28,Grocery store purchase,-142.38,Unspecified,Credit Card
2025-01-28,Movie theater tickets,186.0,Rent,Savings
2025-01-28,Movie theater tickets,-411.28,Entertainment,Savings
2025-01-28,Monthly rent payment,-426.06,Unspecified,Credit Card
2025-01-28,Grocery store purchase,335.23,Unspecified,Credit Card
2025-01-28,Amusement park visit,15.44,Entertainment,Savings
2025-01-28,Concert ticket purchase,458.61,Rent,Credit Card
2025-01-28,Convenience store purchase,440.97,Groceries,Credit Card
2025-01-28,Payroll deposit,237.46,Salary,Credit Card
2025-01-28,Internet service bill,304.21,Utilities,Credit Card
2025-01-28,Amusement park visit,26.79,Entertainment,Savings
2025-01-28,Streaming service subscription,-448.41,Entertainment,Checking
2025-01-28,Water utility payment,177.0,Utilities,Credit Card
2025-01-28,Restaurant dining,497.7,Entertainment,Savings
2025-01-28,Weekly grocery run,-396.51,Unspecified,Checking
2025-01-28,Weekly grocery run,238.28,Groceries,Credit Card
2025-01-28,Amusement park visit,15.44,Entertainment,Savings
2025-01-28,Concert ticket purchase,36487.0,Entertainment,Credit Card
2025-01-28,Payroll deposit,184.52,Salary,Credit Card
2025-01-28,Concert ticket purchase,101.87,Entertainment,Unspecified
2025-01-28,Water utility payment,46.94,Utilities,Credit Card
2025-01-28,Convenience store purchase,3.96,Groceries,Credit Card
2025-01-28,Concert ticket purchase,-38.62,Entertainment,Savings
2025-01-28,Electricity bill payment,82.11,Utilities,Credit Card
2025-01-28,Wages direct deposit,243.37,Salary,Credit Card
2025-01-28,Phone bill payment,-94.16,Utilities,Savings
2025-01-28,Weekly grocery run,-137.23,Groceries,Credit Card
2025-01-28,Landlord payment,-77.03,Rent,Savings
2025-01-28,Movie theater tickets,-486.0,Unspecified,Checking
2025-01-28,Employer paycheck,-353.65,Salary,Savings
2025-01-28,Landlord payment,-24.91,Rent,Credit Card
2025-01-28,Grocery store purchase,-285.53,Groceries,Checking
2025-01-28,Amusement park visit,40.74,Entertainment,Savings
2025-01-28,Unspecified,463.0,Groceries,Credit Card
2025-01-28,Movie theater tickets,-311.17,Entertainment,Credit Card
2025-01-28,Weekly grocery run,-268.0,Groceries,Savings
2025-01-28,Supermarket shopping,32.83,Groceries,Checking
2025-01-28,Wages direct deposit,-157.76,Salary,Checking
2025-01-28,Concert ticket purchase,481.0,Entertainment,Checking
2025-01-28,Streaming service subscription,216.36,Entertainment,Savings
2025-01-28,Payroll deposit,415.3,Unspecified,Savings
2025-01-28,Phone bill payment,-441.83,Utilities,Credit Card
2025-01-28,Grocery store purchase,-464.6,Groceries,Credit Card
2025-01-28,Food market transaction,-91.91,Groceries,Credit Card
2025-01-28,Weekly grocery run,469.68,Groceries,Checking
2025-01-28,Landlord payment,-41186.0,Rent,Savings
2025-01-28,Food market transaction,-27.13,Unspecified,Savings
2025-01-28,Food market transaction,-425.18,Groceries,Checking
2025-01-28,Grocery store purchase,-142.38,Unspecified,Credit Card
2025-01-28,Internet service bill,68.25,Utilities,Savings
2025-01-28,Streaming service subscription,119.08,Rent,Credit Card
2025-01-28,Housing rent transfer,-400.0,Unspecified,Savings
2025-01-28,Apartment lease payment,-202.98,Rent,Credit Card
2025-01-28,Wages direct deposit,-321.82,Salary,Checking
2025-01-28,Movie theater tickets,135.61,Entertainment,Savings
2025-01-28,Payroll deposit,-130.95,Salary,Credit Card
2025-01-28,Internet service bill,-479.91,Utilities,Savings
2025-01-28,Convenience store purchase,-64.54,Unspecified,Savings
2025-01-28,Unspecified,233.0,Utilities,Credit Card
2025-01-28,Movie theater tickets,-465.14,Entertainment,Checking
2025-01-28,Monthly rent payment,175.96,Rent,Checking
2025-01-28,Restaurant dining,-105.8,Rent,Credit Card
2025-01-28,Gas bill payment,-266.0,Utilities,Credit Card
2025-01-28,Wages direct deposit,-447.31,Salary,Credit Card
2025-01-28,Restaurant dining,-246.18,Entertainment,Unspecified
2025-01-28,Supermarket shopping,133.0,Groceries,Credit Card
2025-01-28,Salary payment,-163.32,Salary,Savings
2025-01-28,Weekly grocery run,-306.84,Groceries,Checking
2025-01-28,Apartment lease payment,295.27,Rent,Savings
2025-01-28,Weekly grocery run,-66.38,Groceries,Credit Card
2025-01-28,Rental fee,429.97,Unspecified,Credit Card
2025-01-28,Housing rent transfer,-417.38,Rent,Savings
2025-01-28,Weekly grocery run,16.95,Groceries,Checking
2025-01-28,Grocery store purchase,364.5,Unspecified,Credit Card
2025-01-28,Movie theater tickets,-311.17,Entertainment,Credit Card
2025-01-28,Internet service bill,-285.5,Utilities,Savings
2025-01-28,Apartment lease payment,263.26,Rent,Checking
2025-01-28,Amusement park visit,377.98,Entertainment,Credit Card
2025-01-28,Rental fee,61.0,Rent,Checking
2025-01-28,Rental fee,496.52,Rent,Checking
2025-01-28,Unspecified,463.0,Groceries,Credit Card
2025-01-28,Streaming service subscription,429.99,Entertainment,Credit Card
2025-01-28,Convenience store purchase,-353.91,Groceries,Savings
2025-01-28,Employer paycheck,190.36,Salary,Unspecified
2025-01-28,Food market transaction,-242.34,Unspecified,Savings
2025-01-28,Apartment lease payment,201.97,Rent,Checking
2025-01-28,Housing rent transfer,-205.8,Rent,Savings
2025-01-28,Freelance income,-189.29,Salary,Savings
2025-01-28,Weekly grocery run,312.04,Groceries,Savings
2025-01-28,Supermarket shopping,236.58,Groceries,Credit Card
2025-01-28,Housing rent transfer,392.79,Rent,Checking
2025-01-28,Payroll deposit,458.91,Salary,Credit Card
2025-01-28,Employer paycheck,21022.0,Unspecified,Checking
2025-01-28,Monthly rent payment,142.86,Rent,Checking
2025-01-28,Wages direct deposit,-37.42,Salary,Savings
2025-01-28,Restaurant dining,-149.0,Entertainment,Checking
2025-01-28,Streaming service subscription,368.16,Rent,Savings
2025-01-28,Phone bill payment,-393.64,Utilities,Savings
2025-01-28,Streaming service subscription,28092.0,Unspecified,Checking
2025-01-28,Apartment lease payment,-389.36,Rent,Savings
2025-01-28,Salary payment,-261.34,Unspecified,Checking
2025-01-28,Wages direct deposit,-296.5,Salary,Savings
2025-01-28,Monthly rent payment,-304.99,Rent,Savings
2025-01-28,Supermarket shopping,-396.62,Groceries,Savings
2025-01-28,Restaurant dining,1.46,Entertainment,Credit Card
2025-01-28,Salary payment,34.61,Salary,Checking
2025-01-28,Rental fee,-463.65,Rent,Checking
2025-01-28,Grocery store purchase,6.04,Groceries,Credit Card
2025-01-28,Concert ticket purchase,92.55,Entertainment,Savings
2025-01-28,Unspecified,215.49,Unspecified,Checking
2025-01-28,Wages direct deposit,-232.93,Unspecified,Savings
2025-01-28,Wages direct deposit,379.47,Salary,Credit Card
2025-01-28,Water utility payment,391.56,Utilities,Savings
2025-01-28,Internet service bill,-181.2,Utilities,Checking
2025-01-28,Rental fee,-278.0,Unspecified,Checking
2025-01-28,Phone bill payment,-433.2,Utilities,Credit Card
2025-01-28,Weekly grocery run,499.24,Groceries,Savings
2025-01-28,Housing rent transfer,-112.15,Rent,Checking
2025-01-28,Unspecified,-164.59,Groceries,Savings
2025-01-28,Restaurant dining,-306.0,Unspecified,Checking
2025-01-28,Apartment lease payment,508.0,Rent,Checking
2025-01-28,Concert ticket purchase,-33.54,Entertainment,Checking
2025-01-28,Employer paycheck,-76.69,Salary,Savings
2025-01-28,Electricity bill payment,-162.0,Utilities,Credit Card
2025-01-28,Streaming service subscription,324.89,Entertainment,Checking
2025-01-28,Wages direct deposit,468.14,Salary,Savings
2025-01-28,Salary payment,-314.63,Unspecified,Checking
2025-01-28,Freelance income,-350.0,Salary,Credit Card
2025-01-28,Monthly rent payment,-498.44,Rent,Checking
2025-01-28,Apartment lease payment,263.26,Rent,Checking
2025-01-28,Salary payment,-131.45,Salary,Savings
2025-01-28,Convenience store purchase,453.28,Unspecified,Savings
2025-01-28,Landlord payment,-362.81,Rent,Credit Card
2025-01-28,Salary payment,-8.11,Salary,Credit Card
2025-01-28,Supermarket shopping,380.54,Groceries,Credit Card
2025-01-28,Employer paycheck,424.87,Salary,Unspecified
2025-01-28,Amusement park visit,-197.86,Entertainment,Savings
2025-01-28,Amusement park visit,393.99,Entertainment,Credit Card
2025-01-28,Amusement park visit,-17.5,Entertainment,Unspecified
2025-01-28,Employer paycheck,70.54,Unspecified,Credit Card
2025-01-28,Unspecified,35.94,Groceries,Credit Card
2025-01-28,Wages direct deposit,363.0,Salary,Savings
2025-01-29,Convenience store purchase,-80.56,Groceries,Checking
2025-01-29,Apartment lease payment,383.84,Rent,Checking
2025-01-29,Wages direct deposit,-491.62,Unspecified,Checking
2025-01-29,Electricity bill payment,-271.85,Utilities,Savings
2025-01-29,Internet service bill,-5.71,Utilities,Credit Card
2025-01-29,Salary payment,491.6,Salary,Savings
2025-01-29,Apartment lease payment,496.27,Rent,Checking
2025-01-29,Supermarket shopping,3.34,Groceries,Savings
2025-01-29,Weekly grocery run,-183.98,Groceries,Credit Card
2025-01-29,Phone bill payment,-244.52,Unspecified,Savings
2025-01-29,Water utility payment,-175.14,Utilities,Checking
2025-01-29,Grocery store purchase,372.79,Groceries,Savings
2025-01-29,Salary payment,309.24,Salary,Checking
2025-01-29,Movie theater tickets,125.0,Entertainment,Savings
2025-01-29,Housing rent transfer,-421.49,Rent,Credit Card
2025-01-29,Housing rent transfer,103.87,Rent,Checking
2025-01-29,Landlord payment,139.63,Rent,Credit Card
2025-01-29,Housing rent transfer,-30.25,Rent,Checking
2025-01-29,Grocery store purchase,15473.0,Unspecified,Savings
2025-01-29,Water utility payment,300.16,Unspecified,Savings
2025-01-29,Landlord payment,472.1,Rent,Savings
2025-01-29,Grocery store purchase,-211.49,Groceries,Savings
2025-01-29,Housing rent transfer,-399.79,Unspecified,Credit Card
2025-01-29,Electricity bill payment,433.35,Utilities,Credit Card
2025-01-29,Grocery store purchase,179.23,Unspecified,Savings
2025-01-29,Streaming service subscription,-260.03,Entertainment,Credit Card
2025-01-29,Wages direct deposit,-470.34,Salary,Credit Card
2025-01-29,Monthly rent payment,8.57,Rent,Checking
2025-01-29,Movie theater tickets,176.6,Unspecified,Credit Card
2025-01-29,Employer paycheck,-93.28,Salary,Checking
2025-01-29,Employer paycheck,-276.51,Salary,Checking
2025-01-29,Water utility payment,-210.4,Unspecified,Credit Card
2025-01-29,Supermarket shopping,250.0,Groceries,Checking
2025-01-29,Convenience store purchase,-79.75,Groceries,Credit Card
2025-01-29,Rental fee,-142.12,Rent,Savings
2025-01-29,Wages direct deposit,-177.84,Salary,Checking
2025-01-29,Rental fee,172.0,Rent,Checking
2025-01-29,Supermarket shopping,177.05,Groceries,Savings
2025-01-29,Unspecified,122.56,Utilities,Checking
2025-01-29,Supermarket shopping,19.11,Groceries,Checking
2025-01-29,Landlord payment,-48.15,Unspecified,Checking
2025-01-29,Supermarket shopping,34.31,Unspecified,Checking
2025-01-29,Streaming service subscription,-260.03,Entertainment,Credit Card
2025-01-29,Freelance income,388.83,Salary,Credit Card
2025-01-29,Internet service bill,355.24,Unspecified,Credit Card
2025-01-29,Monthly rent payment,-477.16,Rent,Checking
2025-01-29,Monthly rent payment,148.8,Unspecified,Credit Card
2025-01-29,Apartment lease payment,85.41,Rent,Unspecified
2025-01-29,Employer paycheck,-256.66,Salary,Credit Card
2025-01-29,Internet service bill,-412.65,Utilities,Savings
2025-01-29,Gas bill payment,85.22,Utilities,Checking
2025-01-29,Internet service bill,-302.81,Utilities,Savings
2025-01-29,Electricity bill payment,495.2,Unspecified,Unspecified
2025-01-29,Monthly rent payment,-136.02,Rent,Savings
2025-01-29,Restaurant dining,257.16,Entertainment,Savings
2025-01-29,Apartment lease payment,139.91,Rent,Savings
2025-01-29,Apartment lease payment,-485.65,Rent,Checking
2025-01-29,Freelance income,-125.57,Salary,Savings
2025-01-29,Rental fee,9.01,Rent,Checking
2025-01-29,Internet service bill,-205.0,Utilities,Credit Card
2025-01-29,Housing rent transfer,495.0,Unspecified,Savings
2025-01-29,Employer paycheck,-243.59,Salary,Checking
2025-01-29,Monthly rent payment,-217.19,Rent,Savings
2025-01-29,Supermarket shopping,254.46,Groceries,Savings
2025-01-29,Employer paycheck,46.86,Salary,Checking
2025-01-29,Grocery store purchase,395.42,Groceries,Checking
2025-01-29,Internet service bill,-336.69,Utilities,Savings
2025-01-29,Unspecified,463.19,Groceries,Checking
2025-01-29,Unspecified,-497.89,Groceries,Savings
2025-01-29,Streaming service subscription,-493.44,Entertainment,Checking
2025-01-29,Unspecified,-313.85,Rent,Checking
2025-01-29,Gas bill payment,66.0,Utilities,Checking
2025-01-29,Amusement park visit,-6804.0,Entertainment,Checking
2025-01-29,Wages direct deposit,314.21,Salary,Savings
2025-01-29,Wages direct deposit,-2.85,Salary,Savings
2025-01-29,Weekly grocery run,-57.07,Groceries,Savings
2025-01-29,Employer paycheck,498.78,Salary,Savings
2025-01-29,Internet service bill,-336.69,Utilities,Savings
2025-01-29,Grocery store purchase,325.88,Groceries,Checking
2025-01-29,Amusement park visit,255.59,Entertainment,Savings
2025-01-29,Freelance income,372.01,Salary,Credit Card
2025-01-29,Gas bill payment,-283.22,Utilities,Savings
2025-01-29,Landlord payment,413.49,Rent,Savings
2025-01-29,Water utility payment,-452.18,Utilities,Savings
2025-01-29,Wages direct deposit,311.06,Salary,Savings
2025-01-29,Phone bill payment,-244.52,Unspecified,Savings
2025-01-29,Housing rent transfer,284.38,Rent,Savings
2025-01-29,Housing rent transfer,-451.43,Unspecified,Checking
2025-01-29,Housing rent transfer,194.09,Rent,Savings
2025-01-29,Apartment lease payment,-281.07,Unspecified,Savings
